Note: items below colored red will not work on F150s due to firmware restrictions,,,,,,,
,,,,"6=AHC disabled, AHB enabled, AD enabled, AC disabled",,"E=AHC enabled, AHB enabled, AD enabled, AC disabled",
,,,,"7=AHC disabled, AHB enabled, AD enabled, AC enabled",,"F=AHC enabled, AHB enabled, AD enabled, AC enabled",
720-01-01,xxxx,*xxx,xxxx,"Adaptive Headlamps Traffic (AHT), Auto Relock (AR), Auto Stop Start (ASS), Auto Unlock Control (AUC)",,,
,,,,"0=AHT disabled, AR disabled, ASS disabled, AUC disabled",,"8=AHT enabled, AR disabled, ASS disabled, AUC disabled",
,,,,"1=AHT disabled, AR disabled, ASS disabled, AUC enabled",,"9=AHT enabled, AR disabled, ASS disabled, AUC enabled",
,,,,"2=AHT disabled, AR disabled, ASS enabled, AUC disabled",,"A=AHT enabled, AR disabled, ASS enabled, AUC disabled",
,,,,"3=AHT disabled, AR disabled, ASS enabled, AUC enabled",,"B=AHT enabled, AR disabled, ASS enabled, AUC enabled",
,,,,"4=AHT disabled, AR enabled, ASS disabled, AUC disabled",,"C=AHT enabled, AR enabled, ASS disabled, AUC disabled",
,,,,"5=AHT disabled, AR enabled, ASS disabled, AUC enabled",,"D=AHT enabled, AR enabled, ASS disabled, AUC enabled",
,,,,"6=AHT disabled, AR enabled, ASS enabled, AUC disabled",,"E=AHT enabled, AR enabled, ASS enabled, AUC disabled",
,,,,"7=AHT disabled, AR enabled, ASS enabled, AUC enabled",,"F=AHT enabled, AR enabled, ASS enabled, AUC enabled",
720-01-01,xxxx,x*xx,xxxx,"Avg Speed RPM (ASR), Avg Speed Display (ASD), AWD Gauge Feature (AGF), ECO Speed Control (ESC)",,,
,,,,"0=ASR disabled, ASD disabled, AGF disabled, ESC disabled",,"8=ASR enabled, ASD disabled, AGF disabled, ESC disabled",
,,,,"1=ASR disabled, ASD disabled, AGF disabled, ESC enabled",,"9=ASR enabled, ASD disabled, AGF disabled, ESC enabled",
,,,,"2=ASR disabled, ASD disabled, AGF enabled, ESC disabled",,"A=ASR enabled, ASD disabled, AGF enabled, ESC disabled",
,,,,"3=ASR disabled, ASD disabled, AGF enabled, ESC enabled",,"B=ASR enabled, ASD disabled, AGF enabled, ESC enabled",
,,,,"4=ASR disabled, ASD enabled, AGF disabled, ESC disabled",,"C=ASR enabled, ASD enabled, AGF disabled, ESC disabled",
,,,,"5=ASR disabled, ASD enabled, AGF disabled, ESC enabled",,"D=ASR enabled, ASD enabled, AGF disabled, ESC enabled",
,,,,"6=ASR disabled, ASD enabled, AGF enabled, ESC disabled",,"E=ASR enabled, ASD enabled, AGF enabled, ESC disabled",
,,,,"7=ASR disabled, ASD enabled, AGF enabled, ESC enabled",,"F=ASR enabled, ASD enabled, AGF enabled, ESC enabled",
720-01-01,xxxx,xx*x,xxxx,"Backup Warning Chime (BWC), Driver Beltmider (DB), Passenger Beltminder (PB), Mid Pass Beltminder (MPB)",,,
,,,,"0=BWC disabled, DB disabled, PB disabled, MPB disabled",,"8=BWC enabled, DB disabled, PB disabled, MPB disabled",
,,,,"1=BWC disabled, DB disabled, PB disabled, MPB enabled",,"9=BWC enabled, DB disabled, PB disabled, MPB enabled",
,,,,"2=BWC disabled, DB disabled, PB enabled, MPB disabled",,"A=BWC enabled, DB disabled, PB enabled, MPB disabled",
,,,,"3=BWC disabled, DB disabled, PB enabled, MPB enabled",,"B=BWC enabled, DB disabled, PB enabled, MPB enabled",
,,,,"4=BWC disabled, DB enabled, PB disabled, MPB disabled",,"C=BWC enabled, DB enabled, PB disabled, MPB disabled",
,,,,"5=BWC disabled, DB enabled, PB disabled, MPB enabled",,"D=BWC enabled, DB enabled, PB disabled, MPB enabled",
,,,,"6=BWC disabled, DB enabled, PB enabled, MPB disabled",,"E=BWC enabled, DB enabled, PB enabled, MPB disabled",
,,,,"7=BWC disabled, DB enabled, PB enabled, MPB enabled",,"F=BWC enabled, DB enabled, PB enabled, MPB enabled",
720-01-01,xxxx,xxx*,xxxx,"Chime Generator (CG), City Safety (CS)",,,
,,,,"0=CG cluster only, CS disabled",,"4=CG audio single, CS disabled",
,,,,"1=CG cluster only, CS enabled",,"5=CG audio single, CS enabled",
,,,,"2=CG audio dual, CS disabled",,"6=CG not used, CS disabled",
,,,,"3=CG audio dual, CS enabled",,"7=CG not used, CS enabled",
720-01-01,xxxx,xxxx,*xxx,"Approach Detection Control Function (ADCF), Compass Sync (CS), Courtesy Wipe After Wash (CWAW), Cross Traffic (CT)",,,
,,,,"0=ADCF disabled, CS disabled, CWAW disabled, CT disabled",,"8=ADCF enabled, CS disabled, CWAW disabled, CT disabled",
,,,,"1=ADCF disabled, CS disabled, CWAW disabled, CT enabled",,"9=ADCF enabled, CS disabled, CWAW disabled, CT enabled",
,,,,"2=ADCF disabled, CS disabled, CWAW enabled, CT disabled",,"A=ADCF enabled, CS disabled, CWAW enabled, CT disabled",
,,,,"3=ADCF disabled, CS disabled, CWAW enabled, CT enabled",,"B=ADCF enabled, CS disabled, CWAW enabled, CT enabled",
,,,,"4=ADCF disabled, CS enabled, CWAW disabled, CT disabled",,"C=ADCF enabled, CS enabled, CWAW disabled, CT disabled",
,,,,"5=ADCF disabled, CS enabled, CWAW disabled, CT enabled",,"D=ADCF enabled, CS enabled, CWAW disabled, CT enabled",
,,,,"6=ADCF disabled, CS enabled, CWAW enabled, CT disabled",,"E=ADCF enabled, CS enabled, CWAW enabled, CT disabled",
,,,,"7=ADCF disabled, CS enabled, CWAW enabled, CT enabled",,"F=ADCF enabled, CS enabled, CWAW enabled, CT enabled",
720-01-01,xxxx,xxxx,x*xx,"AutoPark (AP), Auto High Beam Telltale (AHB), Efficiency Achievement Level (EAL)",,,
,,,,"0=AP disabled, AHB disabled, EAL disabled",,"8=AP enabled ECE, AHB disabled, EAL disabled",
,,,,"1=AP disabled, AHB disabled, EAL enabled",,"9=AP enabled ECE, AHB disabled, EAL enabled",
,,,,"2=AP disabled, AHB enabled, EAL disabled",,"A=AP enabled ECE, AHB enabled, EAL disabled",
,,,,"3=AP disabled, AHB enabled, EAL enabled",,"B=AP enabled ECE, AHB enabled, EAL enabled",
,,,,"4=AP enabled NA, AHB disabled, EAL disabled",,"C=AP enabled HMI in cluster, AHB disabled, EAL disabled",
,,,,"5=AP enabled NA, AHB disabled, EAL enabled",,"D=AP enabled HMI in cluster, AHB disabled, EAL enabled",
,,,,"6=AP enabled NA, AHB enabled, EAL disabled",,"E=AP enabled HMI in cluster, AHB enabled, EAL disabled",
,,,,"7=AP enabled NA, AHB enabled, EAL enabled",,"F=AP enabled HMI in cluster, AHB enabled, EAL enabled",
720-01-02,*xxx,xxxx,,"DTE Calculation Menu Option: 0=disabled, 2=enabled",,,
720-01-02,*xxx,xxxx,,"DateTime Strategy (DTS), DTE Sensitivity Menu (DSM), EV Enhanced GPS (EEG)",,,
,,,,"0=DTS Julian Day, DSM disabled, EEG disabled",,"8=DTS Other, DSM disabled, EEG disabled",
,,,,"1=DTS Julian Day, DSM disabled, EEG enabled",,"9=DTS Other, DSM disabled, EEG enabled",
,,,,"2=DTS Julian Day, DSM enabled, EEG disabled",,"A=DTS Other, DSM enabled, EEG disabled",
,,,,"3=DTS Julian Day, DSM enabled, EEG enabled",,"B=DTS Other, DSM enabled, EEG enabled",
,,,,"4=DTS Day of Month, DSM disabled, EEG disabled",,"C=DTS not used, DSM disabled, EEG disabled",
,,,,"5=DTS Day of Month, DSM disabled, EEG enabled",,"D=DTS not used, DSM disabled, EEG enabled",
,,,,"6=DTS Day of Month, DSM enabled, EEG disabled",,"E=DTS not used, DSM enabled, EEG disabled",
,,,,"7=DTS Day of Month, DSM enabled, EEG enabled",,"F=DTS not used, DSM enabled, EEG enabled",
720-01-02,x*xx,xxxx,,"Door Content (DC), Driver Alert System (DAS), Driver Side - Left Hand Drive (LHD) / Right Hand Drive (RHD)",,,
,,,,"0=DC door, DAS disabled, Driver Side LHD",,"8=DC Liftgate, DAS disabled, Driver Side LHD",
,,,,"1=DC door, DAS disabled, Driver Side RHD",,"9=DC Liftgate, DAS disabled, Driver Side RHD",
,,,,"2=DC door, DAS enabled, Driver Side LHD",,"A=DC Liftgate, DAS enabled, Driver Side LHD",
,,,,"3=DC door, DAS enabled, Driver Side RHD",,"B=DC Liftgate, DAS enabled, Driver Side RHD",
,,,,"4=DC Liftgate/Liftglass, DAS disabled, Driver Side LHD",,"C=DC Trunk, DAS disabled, Driver Side LHD",
,,,,"5=DC Liftgate/Liftglass, DAS disabled, Driver Side RHD",,"D=DC Trunk, DAS disabled, Driver Side RHD",
,,,,"6=DC Liftgate/Liftglass, DAS enabled, Driver Side LHD",,"E=DC Trunk, DAS enabled, Driver Side LHD",
,,,,"7=DC Liftgate/Liftglass, DAS enabled, Driver Side RHD",,"F=DC Trunk, DAS enabled, Driver Side RHD",
720-01-02,xx*x,xxxx,,"Door Ajar Warning Chime: 0=disabled, 1=enabled",,,
720-01-02,xxx*,xxxx,,"Easy Entry/Exit (EE), Electric Parking Brake (EPB), Electric Power Assist Steering (EPAS), ESC RSC Chime Warning",,,
,,,,"0=EE disabled, EPB disabled, EPAS disabled, ESC disabled",,"8=EE enabled, EPB disabled, EPAS disabled, ESC disabled",
,,,,"1=EE disabled, EPB disabled, EPAS disabled, ESC enabled",,"9=EE enabled, EPB disabled, EPAS disabled, ESC enabled",
,,,,"2=EE disabled, EPB disabled, EPAS enabled, ESC disabled",,"A=EE enabled, EPB disabled, EPAS enabled, ESC disabled",
,,,,"3=EE disabled, EPB disabled, EPAS enabled, ESC enabled",,"B=EE enabled, EPB disabled, EPAS enabled, ESC enabled",
,,,,"4=EE disabled, EPB enabled, EPAS disabled, ESC disabled",,"C=EE enabled, EPB enabled, EPAS disabled, ESC disabled",
,,,,"5=EE disabled, EPB enabled, EPAS disabled, ESC enabled",,"D=EE enabled, EPB enabled, EPAS disabled, ESC enabled",
,,,,"6=EE disabled, EPB enabled, EPAS enabled, ESC disabled",,"E=EE enabled, EPB enabled, EPAS enabled, ESC disabled",
,,,,"7=EE disabled, EPB enabled, EPAS enabled, ESC enabled",,"F=EE enabled, EPB enabled, EPAS enabled, ESC enabled",
720-01-02,xxxx,*xxx,,"Forward Collision Warning (FCW), FFV, Front Fog Lamp Indicator (FF)",,,
,,,,"0=FCW none, FFV disabled, FF disabled",,"8=FCW FCW+FDA, FFV disabled, FF disabled",
,,,,"1=FCW none, FFV disabled, FF enabled",,"9=FCW FCW+FDA, FFV disabled, FF enabled",
,,,,"2=FCW none, FFV enabled, FF disabled",,"A=FCW FCW+FDA, FFV enabled, FF disabled",
,,,,"3=FCW none, FFV enabled, FF enabled",,"B=FCW FCW+FDA, FFV enabled, FF enabled",
,,,,"4=FCW FCW, FFV disabled, FF disabled",,"C=FCW Truck FCW, FFV disabled, FF disabled",
,,,,"5=FCW FCW, FFV disabled, FF enabled",,"D=FCW Truck FCW, FFV disabled, FF enabled",
,,,,"6=FCW FCW, FFV enabled, FF disabled",,"E=FCW Truck FCW, FFV enabled, FF disabled",
,,,,"7=FCW FCW, FFV enabled, FF enabled",,"F=FCW Truck FCW, FFV enabled, FF enabled",
720-01-02,xxxx,x*xx,,"Frost Telltale (FT), FoE Seatbelt Warning Strategy (FSWS), FE Format Menu (FE)",,,
,,,,"0=FT disabled, FSWS disabled, FE disabled",,"4=FT enabled, FSWS disabled, FE disabled",
,,,,"1=FT disabled, FSWS disabled, FE enabled",,"5=FT enabled, FSWS disabled, FE enabled",
,,,,"2=FT disabled, FSWS enabled, FE disabled",,"6=FT enabled, FSWS enabled, FE disabled",
,,,,"3=FT disabled, FSWS enabled, FE enabled",,"7=FT enabled, FSWS enabled, FE enabled",
720-02-01,*xxx,xxxx,xxxx,"Gallon Display Type (GDT), Gear Select (GS), Global Window Open (GWO), Global Window Close (GWC)",,,
,,,,"0=GDT U.S., GS Non-SST, GWO disabled, GWC disabled",,"8=GDT UK, GS Non-SST, GWO disabled, GWC disabled",
,,,,"1=GDT U.S., GS Non-SST, GWO disabled, GWC enabled",,"9=GDT UK, GS Non-SST, GWO disabled, GWC enabled",
,,,,"2=GDT U.S., GS Non-SST, GWO enabled, GWC disabled",,"A=GDT UK, GS Non-SST, GWO enabled, GWC disabled",
,,,,"3=GDT U.S., GS Non-SST, GWO enabled, GWC enabled",,"B=GDT UK, GS Non-SST, GWO enabled, GWC enabled",
,,,,"4=GDT U.S., GS SST, GWO disabled, GWC disabled",,"C=GDT UK, GS SST, GWO disabled, GWC disabled",
,,,,"5=GDT U.S., GS SST, GWO disabled, GWC enabled",,"D=GDT UK, GS SST, GWO disabled, GWC enabled",
,,,,"6=GDT U.S., GS SST, GWO enabled, GWC disabled",,"E=GDT UK, GS SST, GWO enabled, GWC disabled",
,,,,"7=GDT U.S., GS SST, GWO enabled, GWC enabled",,"F=GDT UK, GS SST, GWO enabled, GWC enabled",
720-02-01,x*xx,xxxx,xxxx,"Hood Ajar Warning (HAW), Fuel History Display (FHD), IFE Fuel Consumed Per Hour Display (IFE), IFE Display (ID)",,,
,,,,"0=HAW disabled, FHD disabled, IFE disabled, ID disabled",,"8=HAW enabled, FHD disabled, IFE disabled, ID disabled",
,,,,"1=HAW disabled, FHD disabled, IFE disabled, ID enabled",,"9=HAW enabled, FHD disabled, IFE disabled, ID enabled",
,,,,"2=HAW disabled, FHD disabled, IFE enabled, ID disabled",,"A=HAW enabled, FHD disabled, IFE enabled, ID disabled",
,,,,"3=HAW disabled, FHD disabled, IFE enabled, ID enabled",,"B=HAW enabled, FHD disabled, IFE enabled, ID enabled",
,,,,"4=HAW disabled, FHD enabled, IFE disabled, ID disabled",,"C=HAW enabled, FHD enabled, IFE disabled, ID disabled",
,,,,"5=HAW disabled, FHD enabled, IFE disabled, ID enabled",,"D=HAW enabled, FHD enabled, IFE disabled, ID enabled",
,,,,"6=HAW disabled, FHD enabled, IFE enabled, ID disabled",,"E=HAW enabled, FHD enabled, IFE enabled, ID disabled",
,,,,"7=HAW disabled, FHD enabled, IFE enabled, ID enabled",,"F=HAW enabled, FHD enabled, IFE enabled, ID enabled",
720-02-01,xx*x,xxxx,xxxx,"Key In Ignition Warning Chime (KIWC), DRL Control Function (DRL), Lane Assist (LA)",,,
,,,,"0=KIWC disabled, DRL disabled, LA disabled",,"8=KIWC enabled, DRL disabled, LA disabled",
,,,,"1=KIWC disabled, DRL disabled, LA LDW",,"9=KIWC enabled, DRL disabled, LA LDW",
,,,,"2=KIWC disabled, DRL disabled, LA Full LDW+LKA",,"A=KIWC enabled, DRL disabled, LA Full LDW+LKA",
,,,,"3=KIWC disabled, DRL disabled, LA not used",,"B=KIWC enabled, DRL disabled, LA not used",
,,,,"4=KIWC disabled, DRL enabled, LA disabled",,"C=KIWC enabled, DRL enabled, LA disabled",
,,,,"5=KIWC disabled, DRL enabled, LA LDW",,"D=KIWC enabled, DRL enabled, LA LDW",
,,,,"6=KIWC disabled, DRL enabled, LA Full LDW+LKA",,"E=KIWC enabled, DRL enabled, LA Full LDW+LKA",
,,,,"7=KIWC disabled, DRL enabled, LA not used",,"F=KIWC enabled, DRL enabled, LA not used",
720-02-01,xxx*,xxxx,xxxx,"LDW Off TT (LOT), Low Washer Fluid (LWF), Brazil Cold Start Reservoir (BCSR), Hill Start Assist Telltake (HSA)",,,
,,,,"0=LOT disabled, LWF disabled, BCSR disabled, HSA disabled",,"8=LOT enabled, LWF disabled, BCSR disabled, HSA disabled",
,,,,"1=LOT disabled, LWF disabled, BCSR disabled, HSA enabled",,"9=LOT enabled, LWF disabled, BCSR disabled, HSA enabled",
,,,,"2=LOT disabled, LWF disabled, BCSR enabled, HSA disabled",,"A=LOT enabled, LWF disabled, BCSR enabled, HSA disabled",
,,,,"3=LOT disabled, LWF disabled, BCSR enabled, HSA enabled",,"B=LOT enabled, LWF disabled, BCSR enabled, HSA enabled",
,,,,"4=LOT disabled, LWF enabled, BCSR disabled, HSA disabled",,"C=LOT enabled, LWF enabled, BCSR disabled, HSA disabled",
,,,,"5=LOT disabled, LWF enabled, BCSR disabled, HSA enabled",,"D=LOT enabled, LWF enabled, BCSR disabled, HSA enabled",
,,,,"6=LOT disabled, LWF enabled, BCSR enabled, HSA disabled",,"E=LOT enabled, LWF enabled, BCSR enabled, HSA disabled",
,,,,"7=LOT disabled, LWF enabled, BCSR enabled, HSA enabled",,"F=LOT enabled, LWF enabled, BCSR enabled, HSA enabled",
720-02-01,xxxx,*xxx,xxxx,"Mirrors Autofold (MA), Mirrors Reverse Tilt (MRT), Multiple Chime (MC), Do Not Disturb (DND)",,,
,,,,"0=MA disabled, MRT disabled, MC single, DND disabled",,"8=MA enabled, MRT disabled, MC single, DND disabled",
,,,, ,,"9=MA enabled, MRT disabled, MC single, DND enabled",
,,,,"2=MA disabled, MRT disabled, MC dual, DND disabled",,"A=MA enabled, MRT disabled, MC dual, DND disabled",
,,,,"3=MA disabled, MRT disabled, MC dual, DND enabled",,"B=MA enabled, MRT disabled, MC dual, DND enabled",
,,,,"4=MA disabled, MRT enabled, MC single, DND disabled",,"C=MA enabled, MRT enabled, MC single, DND disabled",
,,,,"5=MA disabled, MRT enabled, MC single, DND enabled",,"D=MA enabled, MRT enabled, MC single, DND enabled",
,,,,"6=MA disabled, MRT enabled, MC dual, DND disabled",,"E=MA enabled, MRT enabled, MC dual, DND disabled",
,,,,"7=MA disabled, MRT enabled, MC dual, DND enabled",,"F=MA enabled, MRT enabled, MC dual, DND enabled",
720-02-01,xxxx,x*xx,xxxx,"Emergency Assist (EA), MyKey Feature Supported (MFS), MyKey Report Enabled (MRE), AutoHold (AH)",,,
,,,,"0=EA disabled, MFS disabled, MRE disabled, AH disabled",,"8=EA enabled, MFS disabled, MRE disabled, AH disabled",
,,,,"1=EA disabled, MFS disabled, MRE disabled, AH enabled",,"9=EA enabled, MFS disabled, MRE disabled, AH enabled",
,,,,"2=EA disabled, MFS disabled, MRE enabled, AH disabled",,"A=EA enabled, MFS disabled, MRE enabled, AH disabled",
,,,,"3=EA disabled, MFS disabled, MRE enabled, AH enabled",,"B=EA enabled, MFS disabled, MRE enabled, AH enabled",
,,,,"4=EA disabled, MFS enabled, MRE disabled, AH disabled",,"C=EA enabled, MFS enabled, MRE disabled, AH disabled",
,,,,"5=EA disabled, MFS enabled, MRE disabled, AH enabled",,"D=EA enabled, MFS enabled, MRE disabled, AH enabled",
,,,,"6=EA disabled, MFS enabled, MRE enabled, AH disabled",,"E=EA enabled, MFS enabled, MRE enabled, AH disabled",
,,,,"7=EA disabled, MFS enabled, MRE enabled, AH enabled",,"F=EA enabled, MFS enabled, MRE enabled, AH enabled",
720-02-01,xxxx,xx*x,xxxx,"MyKey Speed Limit Major Market (MSL), MyKey Volume Limit (MVL)",,,
,,,,"0=MSL disabled, MVL disabled",,"8=MSL Europe (other than UK), MVL disabled",
,,,,"1=MSL disabled, MVL enabled",,"9=MSL Europe (other than UK), MVL enabled",
,,,,"2=MSL USA, MVL disabled",,"A=MSL not used, MVL disabled",
,,,,"3=MSL USA, MVL enabled",,"B=MSL not used, MVL enabled",
,,,,"4=MSL Canada/Mexico/SA/AP/Australia/all other, MVL disabled",,"C=MSL not used, MVL disabled",
,,,,"5=MSL Canada/Mexico/SA/AP/Australia/all other, MVL enabled",,"D=MSL not used, MVL enabled",
,,,,"6=MSL United Kingdom, MVL disabled",,"E=MSL not used, MVL disabled",
,,,,"7=MSL United Kingdom, MVL enabled",,"F=MSL not used, MVL enabled",
720-02-01,xxxx,xxx*,xxxx,"Outside Air Temp Source (OAT), Next Charge (NC), Neutral Tow (NT)",,,
,,,,"0=OAT HVAC, NC disabled, NT disabled",,"8=OAT FCIM, NC disabled, NT disabled",
,,,,"1=OAT HVAC, NC disabled, NT enabled",,"9=OAT FCIM, NC disabled, NT enabled",
,,,,"2=OAT HVAC, NC enabled, NT disabled",,"A=OAT FCIM, NC enabled, NT disabled",
,,,,"3=OAT HVAC, NC enabled, NT enabled",,"B=OAT FCIM, NC enabled, NT enabled",
720-02-01,xxxx,xxxx,*xxx,"PT Hybrid (PTH), Odometer Delta (OD), Oil Minder 10k (OM)",,,
,,,,"0=PTH Non-Hybrid, OD disabled, OM disabled",,"8=PTH FHEV, OD disabled, OM disabled",
,,,,"1=PTH Non-Hybrid, OD disabled, OM enabled",,"9=PTH FHEV, OD disabled, OM enabled",
,,,,"2=PTH Non-Hybrid, OD enabled, OM disabled",,"A=PTH FHEV, OD enabled, OM disabled",
,,,,"3=PTH Non-Hybrid, OD enabled, OM enabled",,"B=PTH FHEV, OD enabled, OM enabled",
,,,,"4=PTH BEV, OD disabled, OM disabled",,"C=PTH PHEV, OD disabled, OM disabled",
,,,,"5=PTH BEV, OD disabled, OM enabled",,"D=PTH PHEV, OD disabled, OM enabled",
,,,,"6=PTH BEV, OD enabled, OM disabled",,"E=PTH PHEV, OD enabled, OM disabled",
,,,,"7=PTH BEV, OD enabled, OM enabled",,"F=PTH PHEV, OD enabled, OM enabled",
720-02-01,xxxx,xxxx,x*xx,"Oil Pressure Switch Input (OPS), One/Two Stage Unlocking (OTSU), Outside Air Temp (OAT), GCC Overspeed Warning (GCC)",,,
,,,,"0=OPS HW, OTSU disabled, OAT disabled, GCC disabled",,"8=OPS CAN, OTSU disabled, OAT disabled, GCC disabled",
,,,,"1=OPS HW, OTSU disabled, OAT disabled, GCC enabled",,"9=OPS CAN, OTSU disabled, OAT disabled, GCC enabled",
,,,,"2=OPS HW, OTSU disabled, OAT enabled, GCC disabled",,"A=OPS CAN, OTSU disabled, OAT enabled, GCC disabled",
,,,,"3=OPS HW, OTSU disabled, OAT enabled, GCC enabled",,"B=OPS CAN, OTSU disabled, OAT enabled, GCC enabled",
,,,,"4=OPS HW, OTSU enabled, OAT disabled, GCC disabled",,"C=OPS CAN, OTSU enabled, OAT disabled, GCC disabled",
,,,,"5=OPS HW, OTSU enabled, OAT disabled, GCC enabled",,"D=OPS CAN, OTSU enabled, OAT disabled, GCC enabled",
,,,,"6=OPS HW, OTSU enabled, OAT enabled, GCC disabled",,"E=OPS CAN, OTSU enabled, OAT enabled, GCC disabled",
,,,,"7=OPS HW, OTSU enabled, OAT enabled, GCC enabled",,"F=OPS CAN, OTSU enabled, OAT enabled, GCC enabled",
720-02-02,*xxx,xxxx,,"Park Lock Ctrl (PLC), Perimeter Alarm w/Reduced Guard Ctrl (PARG), Park Aid Ctrl Front (PACF), Park Aid Ctrl Rear (PACR)",,,
,,,,"0=PLC disabled, PARG disabled, PACF disabled, PACR disabled",,"8=PLC enabled, PARG disabled, PACF disabled, PACR disabled",
,,,,"1=PLC disabled, PARG disabled, PACF disabled, PACR enabled",,"9=PLC enabled, PARG disabled, PACF disabled, PACR enabled",
,,,,"2=PLC disabled, PARG disabled, PACF enabled, PACR disabled",,"A=PLC enabled, PARG disabled, PACF enabled, PACR disabled",
,,,,"3=PLC disabled, PARG disabled, PACF enabled, PACR enabled",,"B=PLC enabled, PARG disabled, PACF enabled, PACR enabled",
,,,,"4=PLC disabled, PARG enabled, PACF disabled, PACR disabled",,"C=PLC enabled, PARG enabled, PACF disabled, PACR disabled",
,,,,"5=PLC disabled, PARG enabled, PACF disabled, PACR enabled",,"D=PLC enabled, PARG enabled, PACF disabled, PACR enabled",
,,,,"6=PLC disabled, PARG enabled, PACF enabled, PACR disabled",,"E=PLC enabled, PARG enabled, PACF enabled, PACR disabled",
