Special Thanks to Riley’s Ride/F150chief for the APIM Info below,,,,,,
Address,Byte Values,,,Accessory Protocol Interface Module APIM 7DO-XX-XX (SYNC 3.0 thru 3.4),,Notes
,,,,"05=EP On, EPT 20 minutes, CM APIM (NA Market CGEA 1.2), MC Enabled, SWC CGEA SCCM","85=EP Off, EPT 20 minutes, CM APIM (NA Market CGEA 1.2), MC Enabled, SWC CGEA SCCM",
,,,,"06=EP On, EPT 20 minutes, CM APIM (NA Market CGEA 1.2), MC Enabled, SWC SWMT - C1MCA and CGEA 1.3","86=EP Off, EPT 20 minutes, CM APIM (NA Market CGEA 1.2), MC Enabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"07=EP On, EPT 20 minutes, CM APIM (NA Market CGEA 1.2), MC Enabled, SWC SWFC - C1MCA","87=EP Off, EPT 20 minutes, CM APIM (NA Market CGEA 1.2), MC Enabled, SWC SWFC - C1MCA",
,,,,"08=EP On, EPT 20 minutes, CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC Not Available","88=EP Off, EPT 20 minutes, CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC Not Available",
,,,,"09=EP On, EPT 20 minutes, CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC CGEA SCCM","89=EP Off, EPT 20 minutes, CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC CGEA SCCM",
,,,,"0A=EP On, EPT 20 minutes, CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC SWMT - C1MCA and CGEA 1.3","8A=EP Off, EPT 20 minutes, CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"0B=EP On, EPT 20 minutes, CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC SWFC - C1MCA","8B=EP Off, EPT 20 minutes, CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC SWFC - C1MCA",
,,,,"0C=EP On, EPT 20 minutes, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC Not Available","8C=EP Off, EPT 20 minutes, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC Not Available",
,,,,"0D=EP On, EPT 20 minutes, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC CGEA SCCM","8D=EP Off, EPT 20 minutes, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC CGEA SCCM",
,,,,"0E=EP On, EPT 20 minutes, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC SWMT - C1MCA and CGEA 1.3","8E=EP Off, EPT 20 minutes, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"0F=EP On, EPT 20 minutes, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC SWFC - C1MCA","8F=EP Off, EPT 20 minutes, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC SWFC - C1MCA",
,,,,"10=EP On, EPT 20 minutes, CM IPC, MC Disabled, SWC Not Available","90=EP Off, EPT 20 minutes, CM IPC, MC Disabled, SWC Not Available",
,,,,"11=EP On, EPT 20 minutes, CM IPC, MC Disabled, SWC CGEA SCCM","91=EP Off, EPT 20 minutes, CM IPC, MC Disabled, SWC CGEA SCCM",
,,,,"12=EP On, EPT 20 minutes, CM IPC, MC Disabled, SWC SWMT - C1MCA and CGEA 1.3","92=EP Off, EPT 20 minutes, CM IPC, MC Disabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"13=EP On, EPT 20 minutes, CM IPC, MC Disabled, SWC SWFC - C1MCA","93=EP Off, EPT 20 minutes, CM IPC, MC Disabled, SWC SWFC - C1MCA",
,,,,"14=EP On, EPT 20 minutes, CM IPC, MC Enabled, SWC Not Available","94=EP Off, EPT 20 minutes, CM IPC, MC Enabled, SWC Not Available",
,,,,"15=EP On, EPT 20 minutes, CM IPC, MC Enabled, SWC CGEA SCCM","95=EP Off, EPT 20 minutes, CM IPC, MC Enabled, SWC CGEA SCCM",
,,,,"16=EP On, EPT 20 minutes, CM IPC, MC Enabled, SWC SWMT - C1MCA and CGEA 1.3","96=EP Off, EPT 20 minutes, CM IPC, MC Enabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"17=EP On, EPT 20 minutes, CM IPC, MC Enabled, SWC SWFC - C1MCA","97=EP Off, EPT 20 minutes, CM IPC, MC Enabled, SWC SWFC - C1MCA",
,,,,"18=EP On, EPT 20 minutes, CM Reserved, MC Disabled, SWC Not Available","98=EP Off, EPT 20 minutes, CM Reserved, MC Disabled, SWC Not Available",
,,,,"19=EP On, EPT 20 minutes, CM Reserved, MC Disabled, SWC CGEA SCCM","99=EP Off, EPT 20 minutes, CM Reserved, MC Disabled, SWC CGEA SCCM",
,,,,"1A=EP On, EPT 20 minutes, CM Reserved, MC Disabled, SWC SWMT - C1MCA and CGEA 1.3","9A=EP Off, EPT 20 minutes, CM Reserved, MC Disabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"1B=EP On, EPT 20 minutes, CM Reserved, MC Disabled, SWC SWFC - C1MCA","9B=EP Off, EPT 20 minutes, CM Reserved, MC Disabled, SWC SWFC - C1MCA",
,,,,"1C=EP On, EPT 20 minutes, CM Reserved, MC Enabled, SWC Not Available","9C=EP Off, EPT 20 minutes, CM Reserved, MC Enabled, SWC Not Available",
,,,,"1D=EP On, EPT 20 minutes, CM Reserved, MC Enabled, SWC CGEA SCCM","9D=EP Off, EPT 20 minutes, CM Reserved, MC Enabled, SWC CGEA SCCM",
,,,,"1E=EP On, EPT 20 minutes, CM Reserved, MC Enabled, SWC SWMT - C1MCA and CGEA 1.3","9E=EP Off, EPT 20 minutes, CM Reserved, MC Enabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"1F=EP On, EPT 20 minutes, CM Reserved, MC Enabled, SWC SWFC - C1MCA","9F=EP Off, EPT 20 minutes, CM Reserved, MC Enabled, SWC SWFC - C1MCA",
,,,,"20=EP On, EPT 30 minutes (FNA), CM APIM (NA Market CGEA 1.2), MC Disabled, SWC Not Available","A0=EP Off, EPT 30 minutes (FNA), CM APIM (NA Market CGEA 1.2), MC Disabled, SWC Not Available",
,,,,"21=EP On, EPT 30 minutes (FNA), CM APIM (NA Market CGEA 1.2), MC Disabled, SWC CGEA SCCM","A1=EP Off, EPT 30 minutes (FNA), CM APIM (NA Market CGEA 1.2), MC Disabled, SWC CGEA SCCM",
,,,,"22=EP On, EPT 30 minutes (FNA), CM APIM (NA Market CGEA 1.2), MC Disabled, SWC SWMT - C1MCA and CGEA 1.3","A2=EP Off, EPT 30 minutes (FNA), CM APIM (NA Market CGEA 1.2), MC Disabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"23=EP On, EPT 30 minutes (FNA), CM APIM (NA Market CGEA 1.2), MC Disabled, SWC SWFC - C1MCA","A3=EP Off, EPT 30 minutes (FNA), CM APIM (NA Market CGEA 1.2), MC Disabled, SWC SWFC - C1MCA",
,,,,"24=EP On, EPT 30 minutes (FNA), CM APIM (NA Market CGEA 1.2), MC Enabled, SWC Not Available","A4=EP Off, EPT 30 minutes (FNA), CM APIM (NA Market CGEA 1.2), MC Enabled, SWC Not Available",
,,,,"25=EP On, EPT 30 minutes (FNA), CM APIM (NA Market CGEA 1.2), MC Enabled, SWC CGEA SCCM","A5=EP Off, EPT 30 minutes (FNA), CM APIM (NA Market CGEA 1.2), MC Enabled, SWC CGEA SCCM",
,,,,"26=EP On, EPT 30 minutes (FNA), CM APIM (NA Market CGEA 1.2), MC Enabled, SWC SWMT - C1MCA and CGEA 1.3","A6=EP Off, EPT 30 minutes (FNA), CM APIM (NA Market CGEA 1.2), MC Enabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"27=EP On, EPT 30 minutes (FNA), CM APIM (NA Market CGEA 1.2), MC Enabled, SWC SWFC - C1MCA","A7=EP Off, EPT 30 minutes (FNA), CM APIM (NA Market CGEA 1.2), MC Enabled, SWC SWFC - C1MCA",
,,,,"28=EP On, EPT 30 minutes (FNA), CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC Not Available","A8=EP Off, EPT 30 minutes (FNA), CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC Not Available",
,,,,"29=EP On, EPT 30 minutes (FNA), CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC CGEA SCCM","A9=EP Off, EPT 30 minutes (FNA), CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC CGEA SCCM",
,,,,"2A=EP On, EPT 30 minutes (FNA), CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC SWMT - C1MCA and CGEA 1.3","AA=EP Off, EPT 30 minutes (FNA), CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"2B=EP On, EPT 30 minutes (FNA), CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC SWFC - C1MCA","AB=EP Off, EPT 30 minutes (FNA), CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC SWFC - C1MCA",
,,,,"2C=EP On, EPT 30 minutes (FNA), CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC Not Available","AC=EP Off, EPT 30 minutes (FNA), CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC Not Available",
,,,,"2D=EP On, EPT 30 minutes (FNA), CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC CGEA SCCM","AD=EP Off, EPT 30 minutes (FNA), CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC CGEA SCCM",
,,,,"2E=EP On, EPT 30 minutes (FNA), CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC SWMT - C1MCA and CGEA 1.3","AE=EP Off, EPT 30 minutes (FNA), CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"2F=EP On, EPT 30 minutes (FNA), CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC SWFC - C1MCA","AF=EP Off, EPT 30 minutes (FNA), CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC SWFC - C1MCA",
,,,,"30=EP On, EPT 30 minutes (FNA), CM IPC, MC Disabled, SWC Not Available","B0=EP Off, EPT 30 minutes (FNA), CM IPC, MC Disabled, SWC Not Available",
,,,,"31=EP On, EPT 30 minutes (FNA), CM IPC, MC Disabled, SWC CGEA SCCM","B1=EP Off, EPT 30 minutes (FNA), CM IPC, MC Disabled, SWC CGEA SCCM",
,,,,"32=EP On, EPT 30 minutes (FNA), CM IPC, MC Disabled, SWC SWMT - C1MCA and CGEA 1.3","B2=EP Off, EPT 30 minutes (FNA), CM IPC, MC Disabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"33=EP On, EPT 30 minutes (FNA), CM IPC, MC Disabled, SWC SWFC - C1MCA","B3=EP Off, EPT 30 minutes (FNA), CM IPC, MC Disabled, SWC SWFC - C1MCA",
,,,,"34=EP On, EPT 30 minutes (FNA), CM IPC, MC Enabled, SWC Not Available","B4=EP Off, EPT 30 minutes (FNA), CM IPC, MC Enabled, SWC Not Available",
,,,,"35=EP On, EPT 30 minutes (FNA), CM IPC, MC Enabled, SWC CGEA SCCM","B5=EP Off, EPT 30 minutes (FNA), CM IPC, MC Enabled, SWC CGEA SCCM",
,,,,"36=EP On, EPT 30 minutes (FNA), CM IPC, MC Enabled, SWC SWMT - C1MCA and CGEA 1.3","B6=EP Off, EPT 30 minutes (FNA), CM IPC, MC Enabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"37=EP On, EPT 30 minutes (FNA), CM IPC, MC Enabled, SWC SWFC - C1MCA","B7=EP Off, EPT 30 minutes (FNA), CM IPC, MC Enabled, SWC SWFC - C1MCA",
,,,,"38=EP On, EPT 30 minutes (FNA), CM Reserved, MC Disabled, SWC Not Available","B8=EP Off, EPT 30 minutes (FNA), CM Reserved, MC Disabled, SWC Not Available",
,,,,"39=EP On, EPT 30 minutes (FNA), CM Reserved, MC Disabled, SWC CGEA SCCM","B9=EP Off, EPT 30 minutes (FNA), CM Reserved, MC Disabled, SWC CGEA SCCM",
,,,,"3A=EP On, EPT 30 minutes (FNA), CM Reserved, MC Disabled, SWC SWMT - C1MCA and CGEA 1.3","BA=EP Off, EPT 30 minutes (FNA), CM Reserved, MC Disabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"3B=EP On, EPT 30 minutes (FNA), CM Reserved, MC Disabled, SWC SWFC - C1MCA","BB=EP Off, EPT 30 minutes (FNA), CM Reserved, MC Disabled, SWC SWFC - C1MCA",
,,,,"3C=EP On, EPT 30 minutes (FNA), CM Reserved, MC Enabled, SWC Not Available","BC=EP Off, EPT 30 minutes (FNA), CM Reserved, MC Enabled, SWC Not Available",
,,,,"3D=EP On, EPT 30 minutes (FNA), CM Reserved, MC Enabled, SWC CGEA SCCM","BD=EP Off, EPT 30 minutes (FNA), CM Reserved, MC Enabled, SWC CGEA SCCM",
,,,,"3E=EP On, EPT 30 minutes (FNA), CM Reserved, MC Enabled, SWC SWMT - C1MCA and CGEA 1.3","BE=EP Off, EPT 30 minutes (FNA), CM Reserved, MC Enabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"3F=EP On, EPT 30 minutes (FNA), CM Reserved, MC Enabled, SWC SWFC - C1MCA","BF=EP Off, EPT 30 minutes (FNA), CM Reserved, MC Enabled, SWC SWFC - C1MCA",
,,,,"40=EP On, EPT 40 minutes, CM APIM (NA Market CGEA 1.2), MC Disabled, SWC Not Available","C0=EP Off, EPT 40 minutes, CM APIM (NA Market CGEA 1.2), MC Disabled, SWC Not Available",
,,,,"41=EP On, EPT 40 minutes, CM APIM (NA Market CGEA 1.2), MC Disabled, SWC CGEA SCCM","C1=EP Off, EPT 40 minutes, CM APIM (NA Market CGEA 1.2), MC Disabled, SWC CGEA SCCM",
,,,,"42=EP On, EPT 40 minutes, CM APIM (NA Market CGEA 1.2), MC Disabled, SWC SWMT - C1MCA and CGEA 1.3","C2=EP Off, EPT 40 minutes, CM APIM (NA Market CGEA 1.2), MC Disabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"43=EP On, EPT 40 minutes, CM APIM (NA Market CGEA 1.2), MC Disabled, SWC SWFC - C1MCA","C3=EP Off, EPT 40 minutes, CM APIM (NA Market CGEA 1.2), MC Disabled, SWC SWFC - C1MCA",
,,,,"44=EP On, EPT 40 minutes, CM APIM (NA Market CGEA 1.2), MC Enabled, SWC Not Available","C4=EP Off, EPT 40 minutes, CM APIM (NA Market CGEA 1.2), MC Enabled, SWC Not Available",
,,,,"45=EP On, EPT 40 minutes, CM APIM (NA Market CGEA 1.2), MC Enabled, SWC CGEA SCCM","C5=EP Off, EPT 40 minutes, CM APIM (NA Market CGEA 1.2), MC Enabled, SWC CGEA SCCM",
,,,,"46=EP On, EPT 40 minutes, CM APIM (NA Market CGEA 1.2), MC Enabled, SWC SWMT - C1MCA and CGEA 1.3","C6=EP Off, EPT 40 minutes, CM APIM (NA Market CGEA 1.2), MC Enabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"47=EP On, EPT 40 minutes, CM APIM (NA Market CGEA 1.2), MC Enabled, SWC SWFC - C1MCA","C7=EP Off, EPT 40 minutes, CM APIM (NA Market CGEA 1.2), MC Enabled, SWC SWFC - C1MCA",
,,,,"48=EP On, EPT 40 minutes, CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC Not Available","C8=EP Off, EPT 40 minutes, CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC Not Available",
,,,,"49=EP On, EPT 40 minutes, CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC CGEA SCCM","C9=EP Off, EPT 40 minutes, CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC CGEA SCCM",
,,,,"4A=EP On, EPT 40 minutes, CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC SWMT - C1MCA and CGEA 1.3","CA=EP Off, EPT 40 minutes, CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"4B=EP On, EPT 40 minutes, CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC SWFC - C1MCA","CB=EP Off, EPT 40 minutes, CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC SWFC - C1MCA",
,,,,"4C=EP On, EPT 40 minutes, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC Not Available","CC=EP Off, EPT 40 minutes, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC Not Available",
,,,,"4D=EP On, EPT 40 minutes, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC CGEA SCCM","CD=EP Off, EPT 40 minutes, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC CGEA SCCM",
,,,,"4E=EP On, EPT 40 minutes, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC SWMT - C1MCA and CGEA 1.3","CE=EP Off, EPT 40 minutes, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"4F=EP On, EPT 40 minutes, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC SWFC - C1MCA","CF=EP Off, EPT 40 minutes, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC SWFC - C1MCA",
,,,,"50=EP On, EPT 40 minutes, CM IPC, MC Disabled, SWC Not Available","D0=EP Off, EPT 40 minutes, CM IPC, MC Disabled, SWC Not Available",
,,,,"51=EP On, EPT 40 minutes, CM IPC, MC Disabled, SWC CGEA SCCM","D1=EP Off, EPT 40 minutes, CM IPC, MC Disabled, SWC CGEA SCCM",
,,,,"52=EP On, EPT 40 minutes, CM IPC, MC Disabled, SWC SWMT - C1MCA and CGEA 1.3","D2=EP Off, EPT 40 minutes, CM IPC, MC Disabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"53=EP On, EPT 40 minutes, CM IPC, MC Disabled, SWC SWFC - C1MCA","D3=EP Off, EPT 40 minutes, CM IPC, MC Disabled, SWC SWFC - C1MCA",
,,,,"54=EP On, EPT 40 minutes, CM IPC, MC Enabled, SWC Not Available","D4=EP Off, EPT 40 minutes, CM IPC, MC Enabled, SWC Not Available",
,,,,"55=EP On, EPT 40 minutes, CM IPC, MC Enabled, SWC CGEA SCCM","D5=EP Off, EPT 40 minutes, CM IPC, MC Enabled, SWC CGEA SCCM",
,,,,"56=EP On, EPT 40 minutes, CM IPC, MC Enabled, SWC SWMT - C1MCA and CGEA 1.3","D6=EP Off, EPT 40 minutes, CM IPC, MC Enabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"57=EP On, EPT 40 minutes, CM IPC, MC Enabled, SWC SWFC - C1MCA","D7=EP Off, EPT 40 minutes, CM IPC, MC Enabled, SWC SWFC - C1MCA",
,,,,"58=EP On, EPT 40 minutes, CM Reserved, MC Disabled, SWC Not Available","D8=EP Off, EPT 40 minutes, CM Reserved, MC Disabled, SWC Not Available",
,,,,"59=EP On, EPT 40 minutes, CM Reserved, MC Disabled, SWC CGEA SCCM","D9=EP Off, EPT 40 minutes, CM Reserved, MC Disabled, SWC CGEA SCCM",
,,,,"5A=EP On, EPT 40 minutes, CM Reserved, MC Disabled, SWC SWMT - C1MCA and CGEA 1.3","DA=EP Off, EPT 40 minutes, CM Reserved, MC Disabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"5B=EP On, EPT 40 minutes, CM Reserved, MC Disabled, SWC SWFC - C1MCA","DB=EP Off, EPT 40 minutes, CM Reserved, MC Disabled, SWC SWFC - C1MCA",
,,,,"5C=EP On, EPT 40 minutes, CM Reserved, MC Enabled, SWC Not Available","DC=EP Off, EPT 40 minutes, CM Reserved, MC Enabled, SWC Not Available",
,,,,"5D=EP On, EPT 40 minutes, CM Reserved, MC Enabled, SWC CGEA SCCM","DD=EP Off, EPT 40 minutes, CM Reserved, MC Enabled, SWC CGEA SCCM",
,,,,"5E=EP On, EPT 40 minutes, CM Reserved, MC Enabled, SWC SWMT - C1MCA and CGEA 1.3","DE=EP Off, EPT 40 minutes, CM Reserved, MC Enabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"5F=EP On, EPT 40 minutes, CM Reserved, MC Enabled, SWC SWFC - C1MCA","DF=EP Off, EPT 40 minutes, CM Reserved, MC Enabled, SWC SWFC - C1MCA",
,,,,"60=EP On, EPT 60 minutes (FoE), CM APIM (NA Market CGEA 1.2), MC Disabled, SWC Not Available","E0=EP Off, EPT 60 minutes (FoE), CM APIM (NA Market CGEA 1.2), MC Disabled, SWC Not Available",
,,,,"61=EP On, EPT 60 minutes (FoE), CM APIM (NA Market CGEA 1.2), MC Disabled, SWC CGEA SCCM","E1=EP Off, EPT 60 minutes (FoE), CM APIM (NA Market CGEA 1.2), MC Disabled, SWC CGEA SCCM",
,,,,"62=EP On, EPT 60 minutes (FoE), CM APIM (NA Market CGEA 1.2), MC Disabled, SWC SWMT - C1MCA and CGEA 1.3","E2=EP Off, EPT 60 minutes (FoE), CM APIM (NA Market CGEA 1.2), MC Disabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"63=EP On, EPT 60 minutes (FoE), CM APIM (NA Market CGEA 1.2), MC Disabled, SWC SWFC - C1MCA","E3=EP Off, EPT 60 minutes (FoE), CM APIM (NA Market CGEA 1.2), MC Disabled, SWC SWFC - C1MCA",
,,,,"64=EP On, EPT 60 minutes (FoE), CM APIM (NA Market CGEA 1.2), MC Enabled, SWC Not Available","E4=EP Off, EPT 60 minutes (FoE), CM APIM (NA Market CGEA 1.2), MC Enabled, SWC Not Available",
,,,,"65=EP On, EPT 60 minutes (FoE), CM APIM (NA Market CGEA 1.2), MC Enabled, SWC CGEA SCCM","E5=EP Off, EPT 60 minutes (FoE), CM APIM (NA Market CGEA 1.2), MC Enabled, SWC CGEA SCCM",
,,,,"66=EP On, EPT 60 minutes (FoE), CM APIM (NA Market CGEA 1.2), MC Enabled, SWC SWMT - C1MCA and CGEA 1.3","E6=EP Off, EPT 60 minutes (FoE), CM APIM (NA Market CGEA 1.2), MC Enabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"67=EP On, EPT 60 minutes (FoE), CM APIM (NA Market CGEA 1.2), MC Enabled, SWC SWFC - C1MCA","E7=EP Off, EPT 60 minutes (FoE), CM APIM (NA Market CGEA 1.2), MC Enabled, SWC SWFC - C1MCA",
,,,,"68=EP On, EPT 60 minutes (FoE), CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC Not Available","E8=EP Off, EPT 60 minutes (FoE), CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC Not Available",
,,,,"69=EP On, EPT 60 minutes (FoE), CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC CGEA SCCM","E9=EP Off, EPT 60 minutes (FoE), CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC CGEA SCCM",
,,,,"6A=EP On, EPT 60 minutes (FoE), CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC SWMT - C1MCA and CGEA 1.3","EA=EP Off, EPT 60 minutes (FoE), CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC SWMT - C1MCA and CGEA 1.3",
,,,,"6B=EP On, EPT 60 minutes (FoE), CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC SWFC - C1MCA","EB=EP Off, EPT 60 minutes (FoE), CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC SWFC - C1MCA",
,,,,"6C=EP On, EPT 60 minutes (FoE), CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC Not Available","EC=EP Off, EPT 60 minutes (FoE), CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC Not Available",
