Address,Byte Values,,,Side Obstacle Detection-L/R SODL 7C4 (Driver) & SODR 7C6 (Passenger) ,,Notes
,,,,"09=Less Trailer Tow, Trans Manual, DCU Present, LH Drive, RPA Not Present, BTT Present","89=With Trailer Tow, Trans Manual, DCU Present, LH Drive, RPA Not Present, BTT Present",
,,,,"0A=Less Trailer Tow, Trans Manual, DCU Present, LH Drive, RPA Present, BTT Not Present","8A=With Trailer Tow, Trans Manual, DCU Present, LH Drive, RPA Present, BTT Not Present",
,,,,"0B=Less Trailer Tow, Trans Manual, DCU Present, LH Drive, RPA Present, BTT Present","8B=With Trailer Tow, Trans Manual, DCU Present, LH Drive, RPA Present, BTT Present",
,,,,"0C=Less Trailer Tow, Trans Manual, DCU Present, RH Drive, RPA Not Present, BTT Not Present","8C=With Trailer Tow, Trans Manual, DCU Present, RH Drive, RPA Not Present, BTT Not Present",
,,,,"0D=Less Trailer Tow, Trans Manual, DCU Present, RH Drive, RPA Not Present, BTT Present","8D=With Trailer Tow, Trans Manual, DCU Present, RH Drive, RPA Not Present, BTT Present",
,,,,"0E=Less Trailer Tow, Trans Manual, DCU Present, RH Drive, RPA Present, BTT Not Present","8E=With Trailer Tow, Trans Manual, DCU Present, RH Drive, RPA Present, BTT Not Present",
,,,,"0F=Less Trailer Tow, Trans Manual, DCU Present, RH Drive, RPA Present, BTT Present","8F=With Trailer Tow, Trans Manual, DCU Present, RH Drive, RPA Present, BTT Present",
,,,,"10=Less Trailer Tow, Trans Auto, DCU Not Present, LH Drive, RPA Not Present, BTT Not Present","90=With Trailer Tow, Trans Auto, DCU Not Present, LH Drive, RPA Not Present, BTT Not Present",
,,,,"11=Less Trailer Tow, Trans Auto, DCU Not Present, LH Drive, RPA Not Present, BTT Present","91=With Trailer Tow, Trans Auto, DCU Not Present, LH Drive, RPA Not Present, BTT Present",
,,,,"12=Less Trailer Tow, Trans Auto, DCU Not Present, LH Drive, RPA Present, BTT Not Present","92=With Trailer Tow, Trans Auto, DCU Not Present, LH Drive, RPA Present, BTT Not Present",
,,,,"13=Less Trailer Tow, Trans Auto, DCU Not Present, LH Drive, RPA Present, BTT Present","93=With Trailer Tow, Trans Auto, DCU Not Present, LH Drive, RPA Present, BTT Present",
,,,,"14=Less Trailer Tow, Trans Auto, DCU Not Present, RH Drive, RPA Not Present, BTT Not Present","94=With Trailer Tow, Trans Auto, DCU Not Present, RH Drive, RPA Not Present, BTT Not Present",
,,,,"15=Less Trailer Tow, Trans Auto, DCU Not Present, RH Drive, RPA Not Present, BTT Present","95=With Trailer Tow, Trans Auto, DCU Not Present, RH Drive, RPA Not Present, BTT Present",
,,,,"16=Less Trailer Tow, Trans Auto, DCU Not Present, RH Drive, RPA Present, BTT Not Present","96=With Trailer Tow, Trans Auto, DCU Not Present, RH Drive, RPA Present, BTT Not Present",
,,,,"17=Less Trailer Tow, Trans Auto, DCU Not Present, RH Drive, RPA Present, BTT Present","97=With Trailer Tow, Trans Auto, DCU Not Present, RH Drive, RPA Present, BTT Present",
,,,,"18=Less Trailer Tow, Trans Auto, DCU Present, LH Drive, RPA Not Present, BTT Not Present","98=With Trailer Tow, Trans Auto, DCU Present, LH Drive, RPA Not Present, BTT Not Present",
,,,,"19=Less Trailer Tow, Trans Auto, DCU Present, LH Drive, RPA Not Present, BTT Present","99=With Trailer Tow, Trans Auto, DCU Present, LH Drive, RPA Not Present, BTT Present",
,,,,"1A=Less Trailer Tow, Trans Auto, DCU Present, LH Drive, RPA Present, BTT Not Present","9A=With Trailer Tow, Trans Auto, DCU Present, LH Drive, RPA Present, BTT Not Present",
,,,,"1B=Less Trailer Tow, Trans Auto, DCU Present, LH Drive, RPA Present, BTT Present","9B=With Trailer Tow, Trans Auto, DCU Present, LH Drive, RPA Present, BTT Present",
,,,,"1C=Less Trailer Tow, Trans Auto, DCU Present, RH Drive, RPA Not Present, BTT Not Present","9C=With Trailer Tow, Trans Auto, DCU Present, RH Drive, RPA Not Present, BTT Not Present",
,,,,"1D=Less Trailer Tow, Trans Auto, DCU Present, RH Drive, RPA Not Present, BTT Present","9D=With Trailer Tow, Trans Auto, DCU Present, RH Drive, RPA Not Present, BTT Present",
,,,,"1E=Less Trailer Tow, Trans Auto, DCU Present, RH Drive, RPA Present, BTT Not Present","9E=With Trailer Tow, Trans Auto, DCU Present, RH Drive, RPA Present, BTT Not Present",
,,,,"1F=Less Trailer Tow, Trans Auto, DCU Present, RH Drive, RPA Present, BTT Present","9F=With Trailer Tow, Trans Auto, DCU Present, RH Drive, RPA Present, BTT Present",
7C4-01-01,xx*x,xxxx,,Not Defined,,
7C4-01-01,xxx*,xxxx,,"CarConfig BLIS/CTA, AutoPark (AP), Trailer Brake Module (TOWTBM)",,
,,,,"0=BLIS Enabled/CTA Enabled, less AutoPark, TOWTBM: No","8=BLIS Disabled/CTA Enabled, less AutoPark, TOWTBM: No",
,,,,"1=BLIS Enabled/CTA Enabled, less AutoPark, TOWTBM: Yes","9=BLIS Disabled/CTA Enabled, less AutoPark, TOWTBM: Yes",
,,,,"2=BLIS Enabled/CTA Enabled, with AutoPark, TOWTBM: No","A=BLIS Disabled/CTA Enabled, with AutoPark, TOWTBM: No",
,,,,"3=BLIS Enabled/CTA Enabled, with AutoPark, TOWTBM: Yes","B=BLIS Disabled/CTA Enabled, with AutoPark, TOWTBM: Yes",
,,,,"4=BLIS Enabled/CTA Disabled, less AutoPark, TOWTBM: No","C=BLIS Disabled/CTA Disabled, less AutoPark, TOWTBM: No",
,,,,"5=BLIS Enabled/CTA Disabled, less AutoPark, TOWTBM: Yes","D=BLIS Disabled/CTA Disabled, less AutoPark, TOWTBM: Yes",
,,,,"6=BLIS Enabled/CTA Disabled, with AutoPark, TOWTBM: No","E=BLIS Disabled/CTA Disabled, with AutoPark, TOWTBM: No",
,,,,"7=BLIS Enabled/CTA Disabled, with AutoPark, TOWTBM: Yes","F=BLIS Disabled/CTA Disabled, with AutoPark, TOWTBM: Yes",
7C4-01-01,xxxx,**xx,,Not Defined,,
,,,,,,
7C4-02-01,**xx,xxxx,xxxx,SWS Flash Period Offset,,
7C4-02-01,**xx,xxxx,xxxx,"Turn Signal: 0=Level1, 8=Level2",,
7C4-02-01,**xx,xxxx,xxxx,Alert On Min Time (s),,
7C4-02-01,**xx,xxxx,xxxx,BLIS Rear Range (m),,
7C4-02-01,xx**,xxxx,xxxx,BLIS Side Range (s),,
7C4-02-01,xxxx,**xx,xxxx,BLIS VarRearRange TTC (s),,
7C4-02-01,xxxx,xx**,xxxx,BLIS VarRearRange Max (m),,
7C4-02-01,xxxx,xxxx,**xx,BLIS VarRearRange TTC Hysterisis (s),,
7C4-02-02,**xx,xxxx,,Stagnation Delay (s),,
7C4-02-02,xx**,xxxx,,SWS Min Flash Time (s),,
7C4-02-02,xxxx,**xx,,BLIS VarRearRange Active Speed (kph),,
,,,,,,
7C4-03-01,**xx,xx,,Min Speed Theshold Hysterisis Upper (kph),,
7C4-03-01,xx**,xx,,Min Speed Theshold Hysterisis Lower (kph),,
,,,,,,
7C4-04-01,xxxx,xx,,Daytime Duty Cycle (%),,
7C4-04-01,xxxx,xx,,Nighttime Duty Cycle (%),,
,,,,,,
7C4-05-01,**xx,xxxx,xxxx,Blockage Wiper Delay (s),,
7C4-05-01,xx**,xxxx,xxxx,Blockage Verification Time (min),,
7C4-05-01,xxxx,**xx,xxxx,Blockage Detection Speed Threshold (kph),,
7C4-05-01,xxxx,xxxx,**xx,Blockage Enabled,,
7C4-05-02,**xx,xx,,Wiper Init Period Max (s),,
7C4-05-02,xx**,xx,,Wiper Init Speed Threshold (kph),,
,,,,,,
7C4-06-01,**xx,xxxx,xxxx,Sensor VertPos (m),,
7C4-06-01,xx**,xxxx,xxxx,Sensor LongPos (m),,
7C4-06-01,xxxx,**xx,xxxx,Sensor Pitch Angle (deg),,
7C4-06-01,xxxx,xx**,xxxx,Sensor Yaw Angle (deg),,
7C4-06-01,xxxx,xxxx,**xx,Sensor Orientation,,
,,,,,,
7C4-07-01,**xx,xxxx,xxxx,CTA Alert Hold On Time (s),,
7C4-07-01,xx**,xxxx,xxxx,CTA TTC Zone 1 (s),,
7C4-07-01,xxxx,**xx,xxxx,CTA Max Reverse Speed (kph),,
7C4-07-01,xxxx,xx**,xxxx,CTA ZoneX Front Range (m),,
7C4-07-01,xxxx,xxxx,**xx,Reverse DeBounce Time (ms),,
7C4-07-02,**xx,,,CTA ZoneX Rear Range (m),,
,,,,,,
7C4-08-01,****,****,**xx,VIN Characters 1-6,,
7C4-08-02,**xx,,,,,
,,,,,,
7C4-09-01,****,****,**xx,VIN Characters 7-12,,
7C4-09-02,**xx,,,,,
,,,,,,
7C4-10-01,****,****,**xx,VIN Characters 13-17,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
