Special Thanks to Riley’s Ride/F150chief for the APIM Info below,,,,,,
Address,Byte Values,,,Accessory Protocol Interface Module APIM 7DO-XX-XX (SYNC 2),,Notes
,,,,"0D=EP On, EPT 20mins, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC CGEA SCCM","4D=EP On, EPT 40mins, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC CGEA SCCM",
,,,,"0E=EP On, EPT 20mins, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC SWMT","4E=EP On, EPT 40mins, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC SWMT",
,,,,"0F=EP On, EPT 20mins, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC SWFC","4F=EP On, EPT 40mins, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC SWFC",
,,,,"10=EP On, EPT 20mins, CM IPC, MC Disabled, SWC Not Available","50=EP On, EPT 40mins, CM IPC, MC Disabled, SWC Not Available",
,,,,"11=EP On, EPT 20mins, CM IPC, MC Disabled, SWC CGEA SCCM","51=EP On, EPT 40mins, CM IPC, MC Disabled, SWC CGEA SCCM",
,,,,"12=EP On, EPT 20mins, CM IPC, MC Disabled, SWC SWMT","52=EP On, EPT 40mins, CM IPC, MC Disabled, SWC SWMT",
,,,,"13=EP On, EPT 20mins, CM IPC, MC Disabled, SWC SWFC","53=EP On, EPT 40mins, CM IPC, MC Disabled, SWC SWFC",
,,,,"14=EP On, EPT 20mins, CM IPC, MC Enabled, SWC Not Available","54=EP On, EPT 40mins, CM IPC, MC Enabled, SWC Not Available",
,,,,"15=EP On, EPT 20mins, CM IPC, MC Enabled, SWC CGEA SCCM","55=EP On, EPT 40mins, CM IPC, MC Enabled, SWC CGEA SCCM",
,,,,"16=EP On, EPT 20mins, CM IPC, MC Enabled, SWC SWMT","56=EP On, EPT 40mins, CM IPC, MC Enabled, SWC SWMT",
,,,,"17=EP On, EPT 20mins, CM IPC, MC Enabled, SWC SWFC","57=EP On, EPT 40mins, CM IPC, MC Enabled, SWC SWFC",
,,,,"18=EP On, EPT 20mins, CM reserved, MC Disabled, SWC Not Available","58=EP On, EPT 40mins, CM reserved, MC Disabled, SWC Not Available",
,,,,"19=EP On, EPT 20mins, CM reserved, MC Disabled, SWC CGEA SCCM","59=EP On, EPT 40mins, CM reserved, MC Disabled, SWC CGEA SCCM",
,,,,"1A=EP On, EPT 20mins, CM reserved, MC Disabled, SWC SWMT","5A=EP On, EPT 40mins, CM reserved, MC Disabled, SWC SWMT",
,,,,"1B=EP On, EPT 20mins, CM reserved, MC Disabled, SWC SWFC","5B=EP On, EPT 40mins, CM reserved, MC Disabled, SWC SWFC",
,,,,"1C=EP On, EPT 20mins, CM reserved, MC Enabled, SWC Not Available","5C=EP On, EPT 40mins, CM reserved, MC Enabled, SWC Not Available",
,,,,"1D=EP On, EPT 20mins, CM reserved, MC Enabled, SWC CGEA SCCM","5D=EP On, EPT 40mins, CM reserved, MC Enabled, SWC CGEA SCCM",
,,,,"1E=EP On, EPT 20mins, CM reserved, MC Enabled, SWC SWMT","5E=EP On, EPT 40mins, CM reserved, MC Enabled, SWC SWMT",
,,,,"1F=EP On, EPT 20mins, CM reserved, MC Enabled, SWC SWFC","5F=EP On, EPT 40mins, CM reserved, MC Enabled, SWC SWFC",
,,,,"20=EP On, EPT 30mins, CM APIM (NA Market CGEA 1.2), MC Disabled, SWC Not Available","60=EP On, EPT 60mins, CM APIM (NA Market CGEA 1.2), MC Disabled, SWC Not Available",
,,,,"21=EP On, EPT 30mins, CM APIM (NA Market CGEA 1.2), MC Disabled, SWC CGEA SCCM","61=EP On, EPT 60mins, CM APIM (NA Market CGEA 1.2), MC Disabled, SWC CGEA SCCM",
,,,,"22=EP On, EPT 30mins, CM APIM (NA Market CGEA 1.2), MC Disabled, SWC SWMT","62=EP On, EPT 60mins, CM APIM (NA Market CGEA 1.2), MC Disabled, SWC SWMT",
,,,,"23=EP On, EPT 30mins, CM APIM (NA Market CGEA 1.2), MC Disabled, SWC SWFC","63=EP On, EPT 60mins, CM APIM (NA Market CGEA 1.2), MC Disabled, SWC SWFC",
,,,,"24=EP On, EPT 30mins, CM APIM (NA Market CGEA 1.2), MC Enabled, SWC Not Available","64=EP On, EPT 60mins, CM APIM (NA Market CGEA 1.2), MC Enabled, SWC Not Available",
,,,,"25=EP On, EPT 30mins, CM APIM (NA Market CGEA 1.2), MC Enabled, SWC CGEA SCCM","65=EP On, EPT 60mins, CM APIM (NA Market CGEA 1.2), MC Enabled, SWC CGEA SCCM",
,,,,"26=EP On, EPT 30mins, CM APIM (NA Market CGEA 1.2), MC Enabled, SWC SWMT","66=EP On, EPT 60mins, CM APIM (NA Market CGEA 1.2), MC Enabled, SWC SWMT",
,,,,"27=EP On, EPT 30mins, CM APIM (NA Market CGEA 1.2), MC Enabled, SWC SWFC","67=EP On, EPT 60mins, CM APIM (NA Market CGEA 1.2), MC Enabled, SWC SWFC",
,,,,"28=EP On, EPT 30mins, CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC Not Available","68=EP On, EPT 60mins, CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC Not Available",
,,,,"29=EP On, EPT 30mins, CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC CGEA SCCM","69=EP On, EPT 60mins, CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC CGEA SCCM",
,,,,"2A=EP On, EPT 30mins, CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC SWMT","6A=EP On, EPT 60mins, CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC SWMT",
,,,,"2B=EP On, EPT 30mins, CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC SWFC","6B=EP On, EPT 60mins, CM BCM (C1MCA and CGEA 1.3), MC Disabled, SWC SWFC",
,,,,"2C=EP On, EPT 30mins, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC Not Available","6C=EP On, EPT 60mins, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC Not Available",
,,,,"2D=EP On, EPT 30mins, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC CGEA SCCM","6D=EP On, EPT 60mins, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC CGEA SCCM",
,,,,"2E=EP On, EPT 30mins, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC SWMT","6E=EP On, EPT 60mins, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC SWMT",
,,,,"2F=EP On, EPT 30mins, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC SWFC","6F=EP On, EPT 60mins, CM BCM (C1MCA and CGEA 1.3), MC Enabled, SWC SWFC",
,,,,"30=EP On, EPT 30mins, CM IPC, MC Disabled, SWC Not Available","70=EP On, EPT 60mins, CM IPC, MC Disabled, SWC Not Available",
,,,,"31=EP On, EPT 30mins, CM IPC, MC Disabled, SWC CGEA SCCM","71=EP On, EPT 60mins, CM IPC, MC Disabled, SWC CGEA SCCM",
,,,,"32=EP On, EPT 30mins, CM IPC, MC Disabled, SWC SWMT","72=EP On, EPT 60mins, CM IPC, MC Disabled, SWC SWMT",
,,,,"33=EP On, EPT 30mins, CM IPC, MC Disabled, SWC SWFC","73=EP On, EPT 60mins, CM IPC, MC Disabled, SWC SWFC",
,,,,"34=EP On, EPT 30mins, CM IPC, MC Enabled, SWC Not Available","74=EP On, EPT 60mins, CM IPC, MC Enabled, SWC Not Available",
,,,,"35=EP On, EPT 30mins, CM IPC, MC Enabled, SWC CGEA SCCM","75=EP On, EPT 60mins, CM IPC, MC Enabled, SWC CGEA SCCM",
,,,,"36=EP On, EPT 30mins, CM IPC, MC Enabled, SWC SWMT","76=EP On, EPT 60mins, CM IPC, MC Enabled, SWC SWMT",
,,,,"37=EP On, EPT 30mins, CM IPC, MC Enabled, SWC SWFC","77=EP On, EPT 60mins, CM IPC, MC Enabled, SWC SWFC",
,,,,"38=EP On, EPT 30mins, CM reserved, MC Disabled, SWC Not Available","78=EP On, EPT 60mins, CM reserved, MC Disabled, SWC Not Available",
,,,,"39=EP On, EPT 30mins, CM reserved, MC Disabled, SWC CGEA SCCM","79=EP On, EPT 60mins, CM reserved, MC Disabled, SWC CGEA SCCM",
,,,,"3A=EP On, EPT 30mins, CM reserved, MC Disabled, SWC SWMT","7A=EP On, EPT 60mins, CM reserved, MC Disabled, SWC SWMT",
,,,,"3B=EP On, EPT 30mins, CM reserved, MC Disabled, SWC SWFC","7B=EP On, EPT 60mins, CM reserved, MC Disabled, SWC SWFC",
,,,,"3C=EP On, EPT 30mins, CM reserved, MC Enabled, SWC Not Available","7C=EP On, EPT 60mins, CM reserved, MC Enabled, SWC Not Available",
,,,,"3D=EP On, EPT 30mins, CM reserved, MC Enabled, SWC CGEA SCCM","7D=EP On, EPT 60mins, CM reserved, MC Enabled, SWC CGEA SCCM",
,,,,"3E=EP On, EPT 30mins, CM reserved, MC Enabled, SWC SWMT","7E=EP On, EPT 60mins, CM reserved, MC Enabled, SWC SWMT",
,,,,"3F=EP On, EPT 30mins, CM reserved, MC Enabled, SWC SWFC","7F=EP On, EPT 60mins, CM reserved, MC Enabled, SWC SWFC",
,,,,"Notes:
80 thru FF is the same as above except EP Off
Not available: (do not log missing messages - also HW SWC)
SWC CGEA SCCM: (log missing messages against SWC)
SWMT = C1MCA and CGEA 1.3: (Cursors and OK Button over CAN)
SWFC = C1MCA: (has Function Buttons)
CGEA = Common Global Electrical Architecture",,
7D0-01-01,xxxx,*xxx,xxxx,"Auxiliary Input, Climate Control, Chime Strategy, Tow Capable Vehicle",,
,,,,"0=Aux Audio Only, CGEA NA Climate Strategy, Chimes NA Strategy, Non-Tow Vehicle","8=Aux Audio/Video, CGEA NA Climate Strategy, Chimes NA Strategy, Non-Tow Vehicle",
,,,,"1=Aux Audio Only, CGEA NA Climate Strategy, Chimes NA Strategy, Tow Vehicle","9=Aux Audio/Video, CGEA NA Climate Strategy, Chimes NA Strategy, Tow Vehicle",
,,,,"2=Aux Audio Only, CGEA NA Climate Strategy, Chimes EU Strategy, Non-Tow Vehicle","A=Aux Audio/Video, CGEA NA Climate Strategy, Chimes EU Strategy, Non-Tow Vehicle",
,,,,"3=Aux Audio Only, CGEA NA Climate Strategy, Chimes EU Strategy, Tow Vehicle","B=Aux Audio/Video, CGEA NA Climate Strategy, Chimes EU Strategy, Tow Vehicle",
,,,,"4=Aux Audio Only, C1MCA EU Climate Strategy, Chimes NA Strategy, Non-Tow Vehicle","C=Aux Audio/Video, C1MCA EU Climate Strategy, Chimes NA Strategy, Non-Tow Vehicle",
,,,,"5=Aux Audio Only, C1MCA EU Climate Strategy, Chimes NA Strategy, Tow Vehicle","D=Aux Audio/Video, C1MCA EU Climate Strategy, Chimes NA Strategy, Tow Vehicle",
,,,,"6=Aux Audio Only, C1MCA EU Climate Strategy, Chimes EU Strategy, Non-Tow Vehicle","E=Aux Audio/Video, C1MCA EU Climate Strategy, Chimes EU Strategy, Non-Tow Vehicle",
,,,,"7=Aux Audio Only, C1MCA EU Climate Strategy, Chimes EU Strategy, Tow Vehicle","F=Aux Audio/Video, C1MCA EU Climate Strategy, Chimes EU Strategy, Tow Vehicle",
7D0-01-01,xxxx,x*xx,xxxx,"Speaker Fader in Menu, CD Compression, Date Format, Ignition Type (IT)",,
,,,,"0=Fader in Sound Menu, CD Comp Available (NA), Month/Day/Year, IT Key","8=Fader Not in Sound Menu, CD Comp Available (NA), Month/Day/Year, IT Key",
,,,,"1=Fader in Sound Menu, CD Comp Available (NA), Month/Day/Year, IT Push Button","9=Fader Not in Sound Menu, CD Comp Available (NA), Month/Day/Year, IT Push Button",
,,,,"2=Fader in Sound Menu, CD Comp Available (NA), Day/Month/Year, IT Key","A=Fader Not in Sound Menu, CD Comp Available (NA), Day/Month/Year, IT Key",
,,,,"3=Fader in Sound Menu, CD Comp Available (NA), Day/Month/Year, IT Push Button","B=Fader Not in Sound Menu, CD Comp Available (NA), Day/Month/Year, IT Push Button",
,,,,"4=Fader in Sound Menu, CD Comp Not Available (EU, APA, SA), Month/Day/Year, IT Key","C=Fader Not in Sound Menu, CD Comp Not Available (EU, APA, SA), Month/Day/Year, IT Key",
,,,,"5=Fader in Sound Menu, CD Comp Not Available (EU, APA, SA), Month/Day/Year, IT Push Button","D=Fader Not in Sound Menu, CD Comp Not Available (EU, APA, SA), Month/Day/Year, IT Push Button",
,,,,"6=Fader in Sound Menu, CD Comp Not Available (EU, APA, SA), Day/Month/Year, IT Key","E=Fader Not in Sound Menu, CD Comp Not Available (EU, APA, SA), Day/Month/Year, IT Key",
,,,,"7=Fader in Sound Menu, CD Comp Not Available (EU, APA, SA), Day/Month/Year, IT Push Button","F=Fader Not in Sound Menu, CD Comp Not Available (EU, APA, SA), Day/Month/Year, IT Push Button",
7D0-01-01,xxxx,xx*x,xxxx,"Tuner Type [Dual Tuner or Single Tuner + Data Tuner] (TT), Vehicle Driver Location (VDL), Trailer Module, TMC (Traffic Message Channel)",,
,,,,"0=TT Single, VDL: LHD, Trailer Module Not Available, TMC Not Available","8=TT Dual, VDL: LHD, Trailer Module Not Available, TMC Not Available",
,,,,"1=TT Single, VDL: LHD, Trailer Module Not Available, TMC Available","9=TT Dual, VDL: LHD, Trailer Module Not Available, TMC Available",
,,,,"2=TT Single, VDL: LHD, Trailer Module Available, TMC Not Available","A=TT Dual, VDL: LHD, Trailer Module Available, TMC Not Available",
,,,,"3=TT Single, VDL: LHD, Trailer Module Available, TMC Available","B=TT Dual, VDL: LHD, Trailer Module Available, TMC Available",
,,,,"4=TT Single, VDL: RHD, Trailer Module Not Available, TMC Not Available","C=TT Dual, VDL: RHD, Trailer Module Not Available, TMC Not Available",
,,,,"5=TT Single, VDL: RHD, Trailer Module Not Available, TMC Available","D=TT Dual, VDL: RHD, Trailer Module Not Available, TMC Available",
,,,,"6=TT Single, VDL: RHD, Trailer Module Available, TMC Not Available","E=TT Dual, VDL: RHD, Trailer Module Available, TMC Not Available",
,,,,"7=TT Single, VDL: RHD, Trailer Module Available, TMC Available","F=TT Dual, VDL: RHD, Trailer Module Available, TMC Available",
,,,,"Notes:
Left Hand Drive (When user selects Driver HMI button, send driver occupancy mode CAN signal).
Right Hand Drive (When user selects Driver HMI button, send passenger occupancy mode CAN signal).",,
7D0-01-01,xxxx,xxx*,xxxx,"Digital Audio Broadcast (DAB), Climate Front Zones, Steering Wheel Angle Sensor, HD Radio",,
,,,,"0=DAB Disabled, Dual Zone Climate, Steering Wheel Angle Relative, HD Radio Disabled","8=DAB Enabled, Dual Zone Climate, Steering Wheel Angle Relative, HD Radio Disabled",
,,,,"1=DAB Disabled, Dual Zone Climate, Steering Wheel Angle Relative, HD Radio Enabled","9=DAB Enabled, Dual Zone Climate, Steering Wheel Angle Relative, HD Radio Enabled",
,,,,"2=DAB Disabled, Dual Zone Climate, Steering Wheel Angle Absolute, HD Radio Disabled","A=DAB Enabled, Dual Zone Climate, Steering Wheel Angle Absolute, HD Radio Disabled",
,,,,"3=DAB Disabled, Dual Zone Climate, Steering Wheel Angle Absolute, HD Radio Enabled","B=DAB Enabled, Dual Zone Climate, Steering Wheel Angle Absolute, HD Radio Enabled",
,,,,"4=DAB Disabled, Single Zone Climate, Steering Wheel Angle Relative, HD Radio Disabled","C=DAB Enabled, Single Zone Climate, Steering Wheel Angle Relative, HD Radio Disabled",
,,,,"5=DAB Disabled, Single Zone Climate, Steering Wheel Angle Relative, HD Radio Enabled","D=DAB Enabled, Single Zone Climate, Steering Wheel Angle Relative, HD Radio Enabled",
,,,,"6=DAB Disabled, Single Zone Climate, Steering Wheel Angle Absolute, HD Radio Disabled","E=DAB Enabled, Single Zone Climate, Steering Wheel Angle Absolute, HD Radio Disabled",
,,,,"7=DAB Disabled, Single Zone Climate, Steering Wheel Angle Absolute, HD Radio Enabled","F=DAB Enabled, Single Zone Climate, Steering Wheel Angle Absolute, HD Radio Enabled",
7D0-01-01,xxxx,xxxx,*xxx,"HDR Song Tagging, Sirius Song Tagging, My Temp EFP Hard Button Present), Radio Tuner Market: Non RDS Market (NA)/RDS Market (Europe, APA, SA)",,
,,,,"0=HDR Not Available, Sirius Not Available, My Temp Not Available, Non RDS Market (NA)","8=HDR Available, Sirius Not Available, My Temp Not Available, Non RDS Market (NA)",
,,,,"1=HDR Not Available, Sirius Not Available, My Temp Not Available, RDS Market (Europe, APA, SA)","9=HDR Available, Sirius Not Available, My Temp Not Available, RDS Market (Europe, APA, SA)",
,,,,"2=HDR Not Available, Sirius Not Available, My Temp Available, Non RDS Market (NA)","A=HDR Available, Sirius Not Available, My Temp Available, Non RDS Market (NA)",
,,,,"3=HDR Not Available, Sirius Not Available, My Temp Available, RDS Market (Europe, APA, SA)","B=HDR Available, Sirius Not Available, My Temp Available, RDS Market (Europe, APA, SA)",
,,,,"4=HDR Not Available, Sirius Available, My Temp Not Available, Non RDS Market (NA)","C=HDR Available, Sirius Available, My Temp Not Available, Non RDS Market (NA)",
,,,,"5=HDR Not Available, Sirius Available, My Temp Not Available, RDS Market (Europe, APA, SA)","D=HDR Available, Sirius Available, My Temp Not Available, RDS Market (Europe, APA, SA)",
,,,,"6=HDR Not Available, Sirius Available, My Temp Available, Non RDS Market (NA)","E=HDR Available, Sirius Available, My Temp Available, Non RDS Market (NA)",
,,,,"7=HDR Not Available, Sirius Available, My Temp Available, RDS Market (Europe, APA, SA)","F=HDR Available, Sirius Available, My Temp Available, RDS Market (Europe, APA, SA)",
7D0-01-01,xxxx,xxxx,x*xx,"Rear Climate Controls, Heated Steering Wheel (HSW), Heated/Cooled Seats HMI",,
,,,,"0=Rear Climate Not Available, HSW Not Available (or Hard Button Control), None (Hard Buttons Only or None)","8=Rear Climate Available, HSW Not Available (or Hard Button Control), None (Hard Buttons Only or None)",
,,,,"1=Rear Climate Not Available, HSW Not Available (or Hard Button Control), Heated Only","9=Rear Climate Available, HSW Not Available (or Hard Button Control), Heated Only",
,,,,"2=Rear Climate Not Available, HSW Not Available (or Hard Button Control), Heated/Cooled","A=Rear Climate Available, HSW Not Available (or Hard Button Control), Heated/Cooled",
,,,,"3=Rear Climate Not Available, HSW Not Available (or Hard Button Control), Heated Only (3-LEVEL)","B=Rear Climate Available, HSW Not Available (or Hard Button Control), Heated Only (3-LEVEL)",
,,,,"4=Rear Climate Not Available, HSW Available, None (Hard Buttons Only or None)","C=Rear Climate Available, HSW Available, None (Hard Buttons Only or None)",
,,,,"5=Rear Climate Not Available, HSW Available, Heated Only","D=Rear Climate Available, HSW Available, Heated Only",
,,,,"6=Rear Climate Not Available, HSW Available, Heated/Cooled","E=Rear Climate Available, HSW Available, Heated/Cooled",
,,,,"7=Rear Climate Not Available, HSW Available, Heated Only (3-LEVEL)","F=Rear Climate Available, HSW Available, Heated Only (3-LEVEL)",
,,,,"Note: 
Sync 2 must also have Climate Quadrant enabled at 7D0-04-01 xxxx xxx* xx-- for seat or HSW icons enabled on home screen.",,
,,,,,,
7D0-01-02,*xxx,xxxx,xxxx,"Brand Identification, Hybrid (HEV), Microphone 2",,
,,,,"0=Ford, Not HEV, Microphone 2 Disabled","8=Lincoln, Not HEV, Microphone 2 Disabled",
,,,,"1=Ford, Not HEV, Microphone 2 Enabled","9=Lincoln, Not HEV, Microphone 2 Enabled",
,,,,"2=Ford, HEV, Microphone 2 Disabled","A=Lincoln, HEV, Microphone 2 Disabled",
,,,,"3=Ford, HEV, Microphone 2 Enabled","B=Lincoln, HEV, Microphone 2 Enabled",
,,,,"0=Mercury, Not HEV, Microphone 2 Disabled","8=Configurable Splash Screen, Not HEV, Microphone 2 Disabled",
,,,,"1=Mercury, Not HEV, Microphone 2 Enabled","9=Configurable Splash Screen, Not HEV, Microphone 2 Enabled",
,,,,"2=Mercury, HEV, Microphone 2 Disabled","A=Configurable Splash Screen, HEV, Microphone 2 Disabled",
,,,,"3=Mercury, HEV, Microphone 2 Enabled","B=Configurable Splash Screen, HEV, Microphone 2 Enabled",
7D0-01-02,x*xx,xxxx,xxxx,"USB2 HMI, Navigation Application, Clock Display",,
,,,,"0=USB2 Disabled, Navigation Disabled, Clock Display Time","8=USB2 Enabled, Navigation Disabled, Clock Display Time",
,,,,"1=USB2 Disabled, Navigation Disabled, Clock Display Date","9=USB2 Enabled, Navigation Disabled, Clock Display Date",
,,,,"2=USB2 Disabled, Navigation Disabled, Clock Display Off","A=USB2 Enabled, Navigation Disabled, Clock Display Off",
,,,,"3=USB2 Disabled, Navigation Disabled, Reserved","B=USB2 Enabled, Navigation Disabled, Reserved",
,,,,"4=USB2 Disabled, Navigation Enabled, Clock Display Time","C=USB2 Enabled, Navigation Enabled, Clock Display Time",
,,,,"5=USB2 Disabled, Navigation Enabled, Clock Display Date","D=USB2 Enabled, Navigation Enabled, Clock Display Date",
,,,,"6=USB2 Disabled, Navigation Enabled, Clock Display Off","E=USB2 Enabled, Navigation Enabled, Clock Display Off",
,,,,"7=USB2 Disabled, Navigation Enabled, Reserved","F=USB2 Enabled, Navigation Enabled, Reserved",
7D0-01-02,xx*x,xxxx,xxxx,"Number of Personalizations, Audio Visualizer, Transmission Type (TT) ",,
,,,,"0=NOP Disabled, AV On, Automatic","8=NOP Three, AV On, Automatic",
,,,,"1=NOP Disabled, AV On, Manual","9=NOP Three, AV On, Manual",
,,,,"2=NOP Disabled, AV Off, Automatic","A=NOP Three, AV Off, Automatic",
,,,,"3=NOP Disabled, AV Off, Manual","B=NOP Three, AV Off, Manual",
,,,,"4=NOP Two, AV On, Automatic","C=NOP Four, AV On, Automatic",
,,,,"5=NOP Two, AV On, Manual","D=NOP Four, AV On, Manual",
,,,,"6=NOP Two, AV Off, Automatic","E=NOP Four, AV Off, Automatic",
,,,,"7=NOP Two, AV Off, Manual","F=NOP Four, AV Off, Manual",
7D0-01-02,xxx*,xxxx,xxxx,"ECALL Message Stratergy, Non-Metric Units for Nav, Ambient Lighting (AL), Door Keypad Menu (DKM)",,
,,,,"0=ECALL NA Strategy (CGEA 1.2), Miles/Feet, AL Not Available, DKM Not Available","8=ECALL EU Strategy (CGEA 1.3 or C1MCA), Miles/Feet, AL Not Available, DKM Not Available",
,,,,"1=ECALL NA Strategy (CGEA 1.2), Miles/Feet, AL Not Available, DKM Available","9=ECALL EU Strategy (CGEA 1.3 or C1MCA), Miles/Feet, AL Not Available, DKM Available",
